datetime,rolling_rms
2017-05-18 03:15:00,2.3189511
2017-05-18 03:16:00,2.2516008
2017-05-18 03:17:00,3.1727563
2017-05-18 03:18:00,2.9111567
2017-05-18 03:19:00,2.6479591
2017-05-18 03:20:00,3.0740272
2017-05-18 03:21:00,2.5890347
2017-05-18 03:22:00,2.6329182
2017-05-18 03:23:00,2.1035061
2017-05-18 03:24:00,2.2218083
2017-05-18 03:25:00,2.8958326
2017-05-18 03:26:00,2.5463132
2017-05-18 03:27:00,3.4546705
2017-05-18 03:28:00,2.2595081
2017-05-18 03:29:00,3.190435
2017-05-18 03:30:00,1.9855922
2017-05-18 03:31:00,2.8449269
2017-05-18 03:32:00,2.5711215
2017-05-18 03:33:00,2.9331906
2017-05-18 03:34:00,3.1542934
2017-05-18 03:35:00,2.5493361
2017-05-18 03:36:00,2.8020358
2017-05-18 03:37:00,2.9440456
2017-05-18 03:38:00,2.135133
2017-05-18 03:39:00,3.0622601
2017-05-18 03:40:00,3.320004
2017-05-18 03:41:00,2.6855524
2017-05-18 03:42:00,2.1508602
2017-05-18 03:43:00,2.822304
2017-05-18 03:44:00,2.2578192
2017-05-18 03:45:00,2.4796191
2017-05-18 03:46:00,3.0073959
2017-05-18 03:47:00,2.6027521
2017-05-18 03:48:00,2.5173362
2017-05-18 03:49:00,2.137807
2017-05-18 03:50:00,2.9404886
2017-05-18 03:51:00,2.1987402
2017-05-18 03:52:00,2.4892194
2017-05-18 03:53:00,2.5018316
2017-05-18 03:54:00,3.0995107
2017-05-18 03:55:00,2.4515862
2017-05-18 03:56:00,3.0962244
2017-05-18 03:57:00,2.7025302
2017-05-18 03:58:00,2.7222419
2017-05-18 03:59:00,2.8920527
2017-05-18 04:00:00,2.839333
2017-05-18 04:01:00,2.3293919
2017-05-18 04:02:00,2.3202959
2017-05-18 04:03:00,2.3938426
2017-05-18 04:04:00,2.5303397
2017-05-18 04:05:00,2.4305509
2017-05-18 04:06:00,2.1964567
2017-05-18 04:07:00,2.7620481
2017-05-18 04:08:00,2.583489
2017-05-18 04:09:00,2.9213302
2017-05-18 04:10:00,2.7620751
2017-05-18 04:11:00,2.6662059
2017-05-18 04:12:00,2.3056638
2017-05-18 04:13:00,2.1637862
2017-05-18 04:14:00,2.4368528
2017-05-18 04:15:00,2.9861411
2017-05-18 04:16:00,3.0594527
2017-05-18 04:17:00,2.9030377
