datetime,location,count_operation,count_change,count_total
4/8/17 10:11,Georgetown,+,1,31
4/8/17 10:39,Georgetown,-,1,30
4/8/17 10:46,Georgetown,+,1,31
4/8/17 10:56,Georgetown,-,1,30
4/8/17 10:57,Georgetown,-,1,29
4/8/17 10:57,Georgetown,-,1,28
4/8/17 10:57,Georgetown,-,1,27
4/8/17 10:57,Georgetown,-,1,26
4/8/17 10:57,Georgetown,+,1,27
4/8/17 10:57,Georgetown,-,1,26
4/8/17 10:57,Georgetown,-,1,25
4/8/17 10:57,Georgetown,-,1,24
4/8/17 10:57,Georgetown,-,1,23
4/8/17 10:57,Georgetown,-,1,22
4/8/17 10:57,Georgetown,-,1,21
4/8/17 10:57,Georgetown,-,1,20
4/8/17 10:57,Georgetown,-,1,19
4/8/17 10:57,Georgetown,-,1,18
4/8/17 10:57,Georgetown,-,1,17
4/8/17 10:59,Georgetown,-,1,16
4/8/17 11:00,Georgetown,+,1,17
4/8/17 11:00,Georgetown,+,1,18
4/8/17 11:00,Georgetown,+,1,19
4/8/17 11:00,Georgetown,-,1,18
4/8/17 11:00,Georgetown,+,1,19
4/8/17 11:00,Georgetown,-,1,18
4/8/17 11:00,Georgetown,+,1,19
4/8/17 11:00,Georgetown,+,1,20
4/8/17 11:00,Georgetown,+,1,21
4/8/17 11:00,Georgetown,+,1,22
4/8/17 11:00,Georgetown,+,1,23
4/8/17 11:00,Georgetown,+,1,24
4/8/17 11:00,Georgetown,+,1,25
4/8/17 11:01,Georgetown,+,1,26
4/8/17 11:01,Georgetown,+,1,27
4/8/17 11:01,Georgetown,+,1,28
4/8/17 11:01,Georgetown,+,1,29
4/8/17 11:02,Georgetown,+,1,30
4/8/17 11:02,Georgetown,+,1,31
4/8/17 11:47,Georgetown,-,1,30
4/8/17 11:54,Georgetown,+,1,31
4/8/17 12:05,Georgetown,-,1,30
4/8/17 12:05,Georgetown,-,1,29
4/8/17 12:06,Georgetown,-,1,28
4/8/17 12:06,Georgetown,-,1,27
4/8/17 12:06,Georgetown,-,1,26
4/8/17 12:06,Georgetown,-,1,25
4/8/17 12:06,Georgetown,-,1,24
4/8/17 12:06,Georgetown,-,1,23
4/8/17 12:06,Georgetown,-,1,22
4/8/17 12:06,Georgetown,-,1,21
4/8/17 12:06,Georgetown,-,1,20
4/8/17 12:06,Georgetown,-,1,19
4/8/17 12:06,Georgetown,+,1,20
4/8/17 12:06,Georgetown,-,1,19
4/8/17 12:06,Georgetown,-,1,18
4/8/17 12:06,Georgetown,-,1,17
4/8/17 12:06,Georgetown,-,1,16
4/8/17 12:06,Georgetown,-,1,15
4/8/17 12:06,Georgetown,-,1,14
4/8/17 12:06,Georgetown,-,1,13
4/8/17 12:06,Georgetown,-,1,12
4/8/17 12:06,Georgetown,-,1,11
4/8/17 12:06,Georgetown,-,1,10
4/8/17 12:07,Georgetown,-,1,9
4/8/17 12:07,Georgetown,-,1,8
4/8/17 12:07,Georgetown,-,1,7
4/8/17 12:07,Georgetown,-,1,6
4/8/17 12:07,Georgetown,-,1,5
4/8/17 12:07,Georgetown,-,1,4
4/8/17 12:07,Georgetown,-,1,3
4/8/17 12:07,Georgetown,-,1,2
4/8/17 12:08,Georgetown,x,2,0
4/8/17 13:01,Georgetown,+,1,1
4/8/17 13:01,Georgetown,+,1,2
4/8/17 13:01,Georgetown,+,1,3
4/8/17 13:01,Georgetown,+,1,4
4/8/17 13:01,Georgetown,+,1,5
4/8/17 13:01,Georgetown,+,1,6
4/8/17 13:01,Georgetown,+,1,7
4/8/17 13:01,Georgetown,+,1,8
4/8/17 13:01,Georgetown,+,1,9
4/8/17 13:01,Georgetown,+,1,10
4/8/17 13:01,Georgetown,+,1,11
4/8/17 13:01,Georgetown,+,1,12
4/8/17 13:01,Georgetown,+,1,13
4/8/17 13:01,Georgetown,+,1,14
4/8/17 13:01,Georgetown,+,1,15
4/8/17 13:01,Georgetown,+,1,16
4/8/17 13:03,Georgetown,+,1,17
4/8/17 13:03,Georgetown,+,1,18
4/8/17 13:03,Georgetown,+,1,19
4/8/17 13:03,Georgetown,-,1,18
4/8/17 13:04,Georgetown,+,1,19
4/8/17 13:04,Georgetown,-,1,18
4/8/17 13:04,Georgetown,+,1,19
4/8/17 13:04,Georgetown,-,1,18
4/8/17 13:04,Georgetown,+,1,19
4/8/17 13:04,Georgetown,+,1,20
4/8/17 13:04,Georgetown,+,1,21
4/8/17 13:05,Georgetown,+,1,22
4/8/17 13:06,Georgetown,-,1,21
4/8/17 13:06,Georgetown,+,1,22
4/8/17 13:07,Georgetown,+,1,23
4/8/17 13:08,Georgetown,+,1,24
4/8/17 13:13,Georgetown,+,1,25
4/8/17 13:16,Georgetown,+,1,26
4/8/17 13:16,Georgetown,+,1,27
4/8/17 13:16,Georgetown,+,1,28
4/8/17 13:20,Georgetown,+,1,29
4/8/17 13:20,Georgetown,+,1,30
4/8/17 13:20,Georgetown,+,1,31
4/8/17 14:00,Georgetown,-,1,30
4/8/17 14:00,Georgetown,-,1,29
4/8/17 14:00,Georgetown,-,1,28
4/8/17 14:00,Georgetown,-,1,27
4/8/17 14:00,Georgetown,-,1,26
4/8/17 14:00,Georgetown,-,1,25
4/8/17 14:00,Georgetown,-,1,24
4/8/17 14:00,Georgetown,-,1,23
4/8/17 14:01,Georgetown,-,1,22
4/8/17 14:01,Georgetown,-,1,21
4/8/17 14:01,Georgetown,-,1,20
4/8/17 14:01,Georgetown,-,1,19
4/8/17 14:01,Georgetown,-,1,18
4/8/17 14:01,Georgetown,-,1,17
4/8/17 14:01,Georgetown,-,1,16
4/8/17 14:01,Georgetown,-,1,15
4/8/17 14:01,Georgetown,-,1,14
4/8/17 14:02,Georgetown,-,1,13
4/8/17 14:02,Georgetown,-,1,12
4/8/17 14:03,Georgetown,+,1,13
4/8/17 14:03,Georgetown,-,1,12
4/8/17 14:03,Georgetown,+,1,13
4/8/17 14:03,Georgetown,-,1,12
4/8/17 14:04,Georgetown,+,1,13
4/8/17 14:04,Georgetown,+,1,14
4/8/17 14:04,Georgetown,+,1,15
4/8/17 14:05,Georgetown,+,1,16
4/8/17 14:05,Georgetown,+,1,17
4/8/17 14:06,Georgetown,+,1,18
4/8/17 14:06,Georgetown,+,1,19
4/8/17 14:06,Georgetown,+,1,20
4/8/17 14:06,Georgetown,+,1,21
4/8/17 14:07,Georgetown,+,1,22
4/8/17 14:07,Georgetown,+,1,23
4/8/17 14:07,Georgetown,+,1,24
4/8/17 14:07,Georgetown,-,1,23
4/8/17 14:08,Georgetown,+,1,24
4/8/17 14:08,Georgetown,+,1,25
4/8/17 14:08,Georgetown,+,1,26
4/8/17 14:08,Georgetown,+,1,27
4/8/17 14:09,Georgetown,+,1,28
4/8/17 14:10,Georgetown,+,1,29
4/8/17 14:16,Georgetown,+,1,30
4/8/17 15:28,Georgetown,-,1,29
4/8/17 15:32,Georgetown,+,1,30
4/8/17 15:34,Georgetown,+,1,31
4/8/17 15:35,Georgetown,-,1,30
4/8/17 15:39,Georgetown,+,1,31
4/8/17 15:40,Georgetown,-,1,30
4/8/17 15:46,Georgetown,+,1,31
4/8/17 16:06,Georgetown,-,1,30
4/8/17 16:07,Georgetown,-,1,29
4/8/17 16:07,Georgetown,-,1,28
4/8/17 16:07,Georgetown,-,1,27
4/8/17 16:07,Georgetown,-,1,26
4/8/17 16:07,Georgetown,-,1,25
4/8/17 16:09,Georgetown,-,1,24
4/8/17 16:09,Georgetown,-,1,23
4/8/17 16:09,Georgetown,+,1,24
4/8/17 16:10,Georgetown,-,1,23
4/8/17 16:10,Georgetown,-,1,22
4/8/17 16:12,Georgetown,+,1,23
4/8/17 16:12,Georgetown,-,1,22
4/8/17 16:12,Georgetown,-,1,21
4/8/17 16:14,Georgetown,-,1,20
4/8/17 16:14,Georgetown,-,1,19
4/8/17 16:15,Georgetown,-,1,18
4/8/17 16:15,Georgetown,-,1,17
4/8/17 16:15,Georgetown,-,1,16
4/8/17 16:19,Georgetown,-,1,15
4/8/17 16:26,Georgetown,-,1,14
4/8/17 16:26,Georgetown,-,1,13
4/8/17 16:27,Georgetown,-,1,12
4/8/17 16:28,Georgetown,x,12,0
