dtm,temperature,humidity,co2,light,noise,bluetooth_devices,bluetooth_non_personal_devices,count_total
2017-04-01 16:32:00,21.8,37.3,862.0,221.0,507.0,424.0,,17.0
2017-04-01 16:33:00,21.8,38.0,859.0,210.0,506.0,425.0,,17.0
2017-04-01 16:34:00,21.8,37.7,881.0,219.0,496.0,427.0,,17.0
2017-04-01 16:35:00,21.8,36.6,901.0,223.0,507.0,427.0,,17.0
2017-04-01 16:36:00,21.8,36.7,850.0,226.0,512.0,428.0,,17.0
2017-04-01 16:37:00,21.8,37.8,867.0,226.0,511.0,428.0,,17.0
2017-04-01 16:38:00,21.8,36.6,862.0,221.0,504.0,428.0,,17.0
2017-04-01 16:39:00,21.7,37.7,881.0,221.0,510.0,429.0,,17.0
2017-04-01 16:40:00,21.7,37.9,862.0,227.0,504.0,430.0,,17.0
2017-04-01 16:41:00,21.8,36.8,873.0,233.0,496.0,432.0,,17.0
2017-04-01 16:42:00,21.8,37.8,856.0,222.0,514.0,432.0,,17.0
2017-04-01 16:43:00,21.8,37.6,839.0,222.0,501.0,432.0,,17.0
2017-04-01 16:44:00,21.8,37.7,851.0,230.0,497.0,432.0,,17.0
2017-04-01 16:45:00,21.8,36.7,834.0,230.0,508.0,432.0,,17.0
2017-04-01 16:46:00,21.8,36.6,862.0,226.0,519.0,433.0,,16.0
2017-04-01 16:47:00,21.7,36.4,837.0,216.0,520.0,434.0,,15.0
2017-04-01 16:48:00,21.7,37.7,809.0,214.0,500.0,435.0,,15.0
2017-04-01 16:49:00,21.7,37.9,828.0,219.0,500.0,435.0,,12.0
2017-04-01 16:50:00,21.7,36.9,814.0,218.0,481.0,436.0,,12.0
2017-04-01 16:51:00,21.7,36.5,785.0,223.0,528.0,436.0,,11.0
2017-04-01 16:52:00,21.7,37.6,798.0,438.0,507.0,436.0,,11.0
2017-04-01 16:53:00,21.6,37.6,820.0,224.0,499.0,436.0,,11.0
2017-04-01 16:54:00,21.7,36.6,839.0,225.0,518.0,438.0,,12.0
2017-04-01 16:55:00,21.6,37.6,808.0,222.0,525.0,438.0,,12.0
2017-04-01 16:56:00,21.6,37.6,813.0,228.0,514.0,438.0,,12.0
2017-04-01 16:57:00,21.7,37.5,789.0,226.0,528.0,438.0,,11.0
2017-04-01 16:58:00,21.7,37.7,797.0,223.0,500.0,438.0,,11.0
2017-04-01 16:59:00,21.6,37.6,781.0,222.0,492.0,438.0,,10.0
2017-04-01 17:00:00,21.6,37.6,779.0,224.0,502.0,438.0,,9.0
2017-04-01 17:01:00,21.7,37.5,776.0,229.0,485.0,438.0,,9.0
2017-04-01 17:02:00,21.7,36.6,787.0,230.0,494.0,438.0,,8.0
2017-04-01 17:03:00,21.7,37.4,734.0,222.0,517.0,438.0,,8.0
2017-04-01 17:04:00,21.7,37.3,767.0,216.0,507.0,438.0,,8.0
2017-04-01 17:05:00,21.7,37.3,754.0,226.0,521.0,438.0,,8.0
2017-04-01 17:06:00,21.7,37.2,749.0,230.0,505.0,438.0,,8.0
2017-04-08 08:58:00,21.8,24.1,792.0,174.0,521.0,47.0,41.0,8.0
2017-04-08 08:59:00,21.8,24.1,776.0,174.0,523.0,49.0,43.0,8.0
2017-04-08 09:00:00,21.9,24.2,836.0,180.0,516.0,57.0,51.0,8.0
2017-04-08 09:01:00,21.9,24.9,811.0,121.0,518.0,25.0,24.0,8.0
2017-04-08 09:02:00,21.9,25.0,834.0,180.0,520.0,39.0,35.0,8.0
2017-04-08 09:03:00,22.0,25.2,892.0,180.0,507.0,45.0,41.0,8.0
2017-04-08 09:04:00,22.0,25.3,933.0,179.0,525.0,48.0,44.0,8.0
2017-04-08 09:05:00,22.1,24.5,933.0,178.0,558.0,56.0,51.0,8.0
2017-04-08 09:06:00,22.1,25.6,968.0,176.0,523.0,59.0,54.0,8.0
2017-04-08 09:07:00,22.2,25.1,969.0,176.0,580.0,67.0,61.0,8.0
2017-04-08 09:08:00,22.2,25.3,992.0,179.0,531.0,68.0,62.0,8.0
2017-04-08 09:09:00,22.1,25.1,2.0,162.0,525.0,73.0,66.0,8.0
2017-04-08 09:10:00,22.0,25.2,1001.0,175.0,517.0,75.0,67.0,8.0
2017-04-08 09:11:00,22.0,24.9,2.0,170.0,543.0,77.0,69.0,8.0
2017-04-08 09:12:00,21.8,24.6,1009.0,175.0,525.0,79.0,71.0,8.0
2017-04-08 09:13:00,21.7,24.6,968.0,162.0,532.0,79.0,71.0,8.0
2017-04-08 09:14:00,21.5,24.4,961.0,182.0,527.0,83.0,75.0,8.0
2017-04-08 09:15:00,21.4,24.5,975.0,170.0,515.0,44.0,39.0,29.0
2017-04-08 09:16:00,21.3,24.5,990.0,177.0,508.0,52.0,46.0,31.0
2017-04-08 09:17:00,21.3,24.3,986.0,175.0,402.0,62.0,56.0,31.0
2017-04-08 09:18:00,21.3,24.7,939.0,177.0,513.0,69.0,61.0,31.0
2017-04-08 09:19:00,21.3,24.2,948.0,161.0,521.0,71.0,63.0,31.0
2017-04-08 09:20:00,21.3,24.9,938.0,180.0,530.0,79.0,71.0,31.0
2017-04-08 09:29:00,21.3,24.3,2.0,179.0,534.0,104.0,92.0,31.0
2017-04-08 09:30:00,21.3,24.7,966.0,167.0,558.0,106.0,94.0,31.0
2017-04-08 09:31:00,21.3,24.2,1005.0,174.0,527.0,111.0,98.0,31.0
2017-04-08 09:32:00,21.3,24.2,981.0,175.0,526.0,112.0,99.0,31.0
2017-04-08 09:33:00,21.3,24.2,1008.0,170.0,526.0,45.0,39.0,31.0
2017-04-08 09:34:00,21.3,24.2,975.0,177.0,517.0,59.0,51.0,31.0
2017-04-08 09:35:00,21.3,24.0,978.0,177.0,515.0,66.0,56.0,31.0
2017-04-08 09:36:00,21.4,24.2,1029.0,175.0,521.0,73.0,63.0,31.0
2017-04-08 09:37:00,21.4,24.0,972.0,79.0,390.0,74.0,64.0,31.0
2017-04-08 09:38:00,21.4,24.4,1009.0,174.0,523.0,78.0,67.0,31.0
2017-04-08 09:39:00,21.4,24.3,970.0,176.0,508.0,80.0,69.0,31.0
2017-04-08 09:40:00,21.3,24.6,994.0,175.0,431.0,85.0,73.0,31.0
2017-04-08 09:41:00,21.3,24.7,976.0,174.0,511.0,86.0,74.0,31.0
2017-04-08 09:42:00,21.3,25.0,996.0,176.0,507.0,91.0,78.0,31.0
2017-04-08 09:43:00,21.4,24.5,997.0,163.0,504.0,95.0,82.0,31.0
2017-04-08 09:44:00,21.4,24.4,997.0,177.0,555.0,97.0,84.0,31.0
2017-04-08 09:45:00,21.4,24.1,1024.0,171.0,532.0,100.0,87.0,31.0
2017-04-08 09:46:00,21.5,24.0,1024.0,177.0,532.0,103.0,90.0,31.0
2017-04-08 09:47:00,21.5,24.2,991.0,175.0,527.0,103.0,90.0,31.0
2017-04-08 09:48:00,21.6,24.2,1024.0,175.0,532.0,106.0,93.0,31.0
2017-04-08 09:49:00,21.6,25.0,1003.0,175.0,534.0,109.0,96.0,31.0
2017-04-08 09:50:00,21.6,24.4,1027.0,174.0,521.0,109.0,96.0,31.0
2017-04-08 09:51:00,21.6,24.2,1034.0,178.0,513.0,111.0,98.0,31.0
2017-04-08 09:52:00,21.6,24.7,1010.0,174.0,524.0,111.0,98.0,31.0
2017-04-08 09:53:00,21.6,24.1,1016.0,176.0,529.0,112.0,99.0,31.0
2017-04-08 09:54:00,21.6,23.9,1025.0,176.0,520.0,114.0,101.0,31.0
2017-04-08 09:55:00,21.7,24.7,1061.0,145.0,495.0,120.0,107.0,31.0
2017-04-08 09:56:00,21.7,24.0,1031.0,174.0,556.0,120.0,107.0,31.0
2017-04-08 09:57:00,21.7,24.1,1022.0,177.0,447.0,124.0,111.0,31.0
2017-04-08 09:58:00,21.7,24.8,1025.0,177.0,532.0,126.0,113.0,31.0
2017-04-08 09:59:00,21.7,23.9,1010.0,178.0,521.0,128.0,115.0,31.0
2017-04-08 10:00:00,21.7,24.4,1037.0,177.0,510.0,131.0,118.0,31.0
2017-04-08 10:01:00,21.7,24.9,1037.0,176.0,539.0,132.0,119.0,30.0
2017-04-08 10:02:00,21.7,24.4,1001.0,181.0,514.0,133.0,120.0,25.0
2017-04-08 10:03:00,21.7,24.3,1059.0,164.0,514.0,136.0,123.0,16.0
2017-04-08 10:04:00,21.6,24.1,1038.0,146.0,530.0,140.0,127.0,12.0
2017-04-08 10:05:00,21.5,24.3,1022.0,170.0,552.0,140.0,127.0,16.0
2017-04-08 10:06:00,21.5,24.0,1043.0,179.0,515.0,140.0,127.0,22.0
2017-04-08 10:07:00,21.5,23.8,1007.0,178.0,527.0,143.0,130.0,26.0
2017-04-08 10:08:00,21.5,24.3,1046.0,177.0,486.0,148.0,135.0,26.0
2017-04-08 10:11:00,21.5,24.2,2.0,150.0,531.0,157.0,143.0,31.0
2017-04-08 10:12:00,21.5,24.6,1107.0,146.0,518.0,159.0,145.0,31.0
2017-04-08 10:13:00,21.6,23.8,1101.0,149.0,525.0,44.0,35.0,31.0
2017-04-08 10:14:00,21.6,23.8,1091.0,176.0,552.0,47.0,37.0,31.0
2017-04-08 10:15:00,21.6,24.3,1067.0,174.0,516.0,55.0,45.0,31.0
2017-04-08 10:16:00,21.6,24.7,1138.0,143.0,516.0,64.0,52.0,31.0
2017-04-08 10:17:00,21.6,24.6,1085.0,172.0,527.0,70.0,58.0,31.0
2017-04-08 10:18:00,21.6,24.1,1113.0,167.0,246.0,76.0,64.0,31.0
2017-04-08 10:19:00,21.7,23.9,1070.0,174.0,511.0,80.0,68.0,31.0
2017-04-08 10:20:00,21.6,23.7,1098.0,146.0,528.0,82.0,70.0,31.0
2017-04-08 10:21:00,21.7,24.3,1098.0,178.0,530.0,87.0,74.0,31.0
2017-04-08 10:22:00,21.7,24.0,1085.0,177.0,523.0,88.0,75.0,31.0
2017-04-08 10:23:00,21.7,23.7,1064.0,143.0,513.0,95.0,82.0,31.0
2017-04-08 10:24:00,21.7,23.9,1076.0,177.0,536.0,99.0,86.0,31.0
2017-04-08 10:25:00,21.7,23.7,1085.0,176.0,555.0,104.0,90.0,31.0
2017-04-08 10:26:00,21.7,23.5,1091.0,178.0,528.0,109.0,95.0,31.0
2017-04-08 10:27:00,21.7,24.2,1061.0,150.0,528.0,115.0,101.0,31.0
2017-04-08 10:28:00,21.7,23.6,1073.0,144.0,521.0,116.0,102.0,31.0
2017-04-08 10:29:00,21.7,24.1,1166.0,180.0,522.0,119.0,105.0,31.0
2017-04-08 10:30:00,21.7,23.8,1111.0,180.0,531.0,124.0,109.0,31.0
2017-04-08 10:31:00,21.8,23.7,1080.0,181.0,547.0,128.0,112.0,31.0
2017-04-08 10:32:00,21.8,24.4,1050.0,143.0,528.0,130.0,114.0,31.0
2017-04-08 10:33:00,21.8,23.8,1130.0,177.0,546.0,132.0,116.0,31.0
2017-04-08 10:34:00,21.8,23.4,1083.0,145.0,509.0,134.0,118.0,31.0
2017-04-08 10:35:00,21.8,23.6,1108.0,179.0,519.0,137.0,120.0,31.0
2017-04-08 10:36:00,21.8,23.7,1105.0,366.0,524.0,140.0,123.0,31.0
2017-04-08 10:37:00,21.8,23.3,1077.0,178.0,525.0,143.0,126.0,31.0
2017-04-08 10:38:00,21.8,23.8,1102.0,147.0,328.0,143.0,126.0,31.0
2017-04-08 10:39:00,21.8,23.7,1108.0,177.0,530.0,148.0,131.0,30.0
2017-04-08 10:40:00,21.8,23.7,1114.0,178.0,514.0,150.0,133.0,30.0
2017-04-08 10:41:00,21.8,23.8,1074.0,152.0,546.0,152.0,135.0,30.0
2017-04-08 10:42:00,21.8,23.2,1092.0,176.0,518.0,152.0,135.0,30.0
2017-04-08 10:43:00,21.8,23.3,1068.0,147.0,515.0,152.0,135.0,30.0
2017-04-08 10:44:00,21.8,23.8,1044.0,180.0,518.0,157.0,140.0,30.0
2017-04-08 10:45:00,21.8,24.0,1095.0,170.0,514.0,157.0,140.0,30.0
2017-04-08 10:46:00,21.8,23.3,1065.0,142.0,533.0,158.0,141.0,31.0
2017-04-08 10:47:00,21.8,23.8,1059.0,179.0,513.0,159.0,142.0,31.0
2017-04-08 10:48:00,21.8,23.6,1062.0,172.0,530.0,161.0,144.0,31.0
2017-04-08 10:49:00,21.8,23.6,1092.0,152.0,530.0,162.0,145.0,31.0
2017-04-08 10:50:00,21.8,23.3,1071.0,181.0,337.0,164.0,147.0,31.0
2017-04-08 10:51:00,21.8,23.6,1074.0,147.0,535.0,164.0,147.0,31.0
2017-04-08 10:52:00,21.7,23.1,1083.0,181.0,539.0,166.0,149.0,31.0
2017-04-08 10:53:00,21.8,23.2,1053.0,176.0,526.0,168.0,151.0,31.0
2017-04-08 10:54:00,21.8,23.3,1077.0,148.0,311.0,171.0,154.0,31.0
2017-04-08 10:55:00,21.8,23.4,1062.0,178.0,315.0,173.0,156.0,31.0
2017-04-08 10:56:00,21.8,23.1,1068.0,173.0,485.0,173.0,156.0,30.0
2017-04-08 10:57:00,21.8,23.5,1080.0,185.0,376.0,176.0,159.0,29.0
2017-04-08 10:58:00,21.8,23.8,1092.0,61.0,530.0,177.0,160.0,29.0
2017-04-08 10:59:00,21.7,23.2,1080.0,166.0,530.0,179.0,161.0,16.0
2017-04-08 11:00:00,21.7,23.7,1068.0,150.0,516.0,182.0,164.0,25.0
2017-04-08 11:01:00,21.8,23.1,1114.0,180.0,529.0,185.0,167.0,29.0
2017-04-08 11:02:00,21.8,23.3,1059.0,180.0,562.0,186.0,168.0,31.0
2017-04-08 11:03:00,21.8,23.3,1080.0,178.0,521.0,189.0,171.0,31.0
2017-04-08 11:04:00,21.8,23.6,1053.0,179.0,528.0,192.0,174.0,31.0
2017-04-08 11:05:00,21.9,23.2,1099.0,147.0,520.0,194.0,176.0,31.0
2017-04-08 11:06:00,21.9,23.8,1108.0,175.0,527.0,197.0,179.0,31.0
2017-04-08 11:07:00,21.9,23.3,1074.0,147.0,527.0,198.0,180.0,31.0
2017-04-08 11:08:00,21.9,23.3,1062.0,143.0,522.0,198.0,180.0,31.0
2017-04-08 11:09:00,21.9,23.8,1071.0,179.0,480.0,200.0,182.0,31.0
2017-04-08 11:10:00,21.9,23.5,1102.0,151.0,429.0,202.0,183.0,31.0
2017-04-08 11:11:00,21.9,23.3,1117.0,180.0,525.0,206.0,187.0,31.0
2017-04-08 11:12:00,21.9,23.2,1059.0,179.0,448.0,208.0,189.0,31.0
2017-04-08 11:13:00,21.9,22.8,1087.0,143.0,447.0,210.0,191.0,31.0
2017-04-08 11:14:00,22.0,23.2,1081.0,179.0,508.0,211.0,192.0,31.0
2017-04-08 11:15:00,22.0,23.5,1093.0,147.0,524.0,211.0,192.0,31.0
2017-04-08 11:16:00,22.0,22.8,1066.0,148.0,518.0,213.0,194.0,31.0
2017-04-08 11:17:00,22.0,23.1,1109.0,173.0,559.0,215.0,196.0,31.0
2017-04-08 11:18:00,22.0,23.4,1093.0,179.0,532.0,217.0,198.0,31.0
2017-04-08 11:19:00,22.1,23.6,1103.0,147.0,518.0,220.0,201.0,31.0
2017-04-08 11:20:00,22.0,23.4,1121.0,180.0,537.0,222.0,203.0,31.0
2017-04-08 11:21:00,22.0,23.7,1100.0,182.0,545.0,224.0,205.0,31.0
2017-04-08 11:22:00,22.0,23.1,1063.0,174.0,534.0,227.0,208.0,31.0
2017-04-08 11:23:00,22.0,22.9,1087.0,181.0,528.0,231.0,212.0,31.0
2017-04-08 11:24:00,22.0,22.6,1093.0,177.0,529.0,232.0,213.0,31.0
2017-04-08 11:25:00,22.0,22.9,1039.0,175.0,527.0,236.0,217.0,31.0
2017-04-08 11:26:00,22.0,22.1,1057.0,187.0,522.0,240.0,221.0,31.0
2017-04-08 11:27:00,22.0,22.6,1054.0,180.0,523.0,241.0,222.0,31.0
2017-04-08 11:28:00,22.0,22.1,1024.0,180.0,506.0,241.0,222.0,31.0
2017-04-08 11:29:00,22.0,22.1,1024.0,178.0,528.0,241.0,222.0,31.0
2017-04-08 11:30:00,22.0,22.4,1042.0,145.0,539.0,241.0,222.0,31.0
2017-04-08 11:31:00,22.0,22.1,1048.0,178.0,523.0,241.0,222.0,31.0
2017-04-08 11:32:00,22.1,22.1,1024.0,147.0,506.0,242.0,223.0,31.0
2017-04-08 11:33:00,22.1,22.3,1009.0,180.0,517.0,244.0,225.0,31.0
2017-04-08 11:34:00,22.1,22.4,1030.0,175.0,522.0,245.0,226.0,31.0
2017-04-08 11:35:00,22.1,22.2,1048.0,186.0,520.0,246.0,227.0,31.0
2017-04-08 11:36:00,22.1,22.7,1103.0,177.0,546.0,250.0,231.0,31.0
2017-04-08 11:37:00,22.1,23.0,1087.0,146.0,524.0,252.0,233.0,31.0
2017-04-08 11:38:00,22.1,22.3,1106.0,181.0,528.0,254.0,235.0,31.0
2017-04-08 11:39:00,22.1,22.4,1076.0,177.0,510.0,255.0,236.0,31.0
2017-04-08 11:40:00,22.1,22.7,1058.0,153.0,515.0,256.0,237.0,31.0
2017-04-08 11:41:00,22.1,22.5,1076.0,149.0,551.0,258.0,239.0,31.0
2017-04-08 11:42:00,22.1,22.6,1076.0,180.0,531.0,260.0,241.0,31.0
2017-04-08 11:43:00,22.1,22.6,1082.0,29.0,528.0,260.0,241.0,31.0
2017-04-08 11:44:00,22.1,22.5,1040.0,178.0,524.0,260.0,241.0,31.0
2017-04-08 11:45:00,22.1,22.6,1082.0,168.0,519.0,261.0,242.0,31.0
2017-04-08 11:46:00,22.2,22.0,1046.0,180.0,516.0,262.0,243.0,31.0
2017-04-08 11:47:00,22.2,21.9,995.0,151.0,528.0,263.0,244.0,30.0
2017-04-08 11:48:00,22.2,22.3,1058.0,149.0,512.0,263.0,244.0,30.0
2017-04-08 11:49:00,22.2,22.2,1034.0,153.0,562.0,264.0,245.0,30.0
2017-04-08 11:50:00,22.2,22.3,1025.0,182.0,541.0,266.0,247.0,30.0
2017-04-08 11:51:00,22.2,22.0,1061.0,179.0,519.0,266.0,247.0,30.0
2017-04-08 11:52:00,22.2,21.8,995.0,144.0,520.0,266.0,247.0,30.0
2017-04-08 11:53:00,22.2,22.1,1025.0,75.0,517.0,266.0,247.0,30.0
2017-04-08 11:54:00,22.1,22.3,1010.0,149.0,524.0,270.0,251.0,31.0
2017-04-08 11:55:00,22.1,21.8,1040.0,149.0,516.0,271.0,252.0,31.0
2017-04-08 11:56:00,22.1,21.8,1034.0,175.0,521.0,272.0,253.0,31.0
2017-04-08 11:57:00,22.1,22.6,1034.0,147.0,708.0,273.0,254.0,31.0
2017-04-08 11:58:00,22.2,22.2,1043.0,173.0,527.0,276.0,257.0,31.0
2017-04-08 11:59:00,22.2,22.3,1049.0,172.0,591.0,278.0,259.0,31.0
2017-04-08 12:00:00,22.2,22.5,1055.0,179.0,535.0,278.0,259.0,31.0
2017-04-08 12:01:00,22.2,22.4,1097.0,179.0,519.0,280.0,261.0,31.0
2017-04-08 12:02:00,22.2,22.9,1094.0,186.0,510.0,281.0,262.0,31.0
2017-04-08 12:03:00,22.2,22.4,1067.0,145.0,530.0,285.0,266.0,31.0
2017-04-08 12:04:00,22.2,22.6,1064.0,180.0,530.0,286.0,267.0,31.0
2017-04-08 12:05:00,22.2,22.3,1079.0,185.0,521.0,287.0,268.0,30.0
2017-04-08 12:06:00,22.2,22.7,1079.0,182.0,505.0,289.0,270.0,28.0
2017-04-08 12:07:00,22.2,22.5,1076.0,144.0,521.0,290.0,271.0,9.0
2017-04-08 12:08:00,22.1,22.1,1135.0,172.0,516.0,22.0,20.0,0.0
2017-04-08 12:09:00,22.0,22.0,1091.0,176.0,522.0,24.0,22.0,0.0
2017-04-08 12:10:00,21.9,21.9,1058.0,160.0,522.0,29.0,26.0,0.0
2017-04-08 12:11:00,21.8,21.9,1010.0,170.0,528.0,29.0,26.0,0.0
2017-04-08 12:12:00,21.7,22.0,1000.0,171.0,536.0,33.0,28.0,0.0
2017-04-08 12:13:00,21.6,22.0,956.0,170.0,542.0,39.0,34.0,0.0
2017-04-08 12:14:00,21.5,21.5,906.0,176.0,514.0,41.0,36.0,0.0
2017-04-08 12:15:00,21.5,21.5,911.0,177.0,510.0,44.0,39.0,0.0
2017-04-08 12:16:00,21.4,21.4,906.0,147.0,519.0,45.0,40.0,0.0
2017-04-08 12:17:00,21.3,21.5,879.0,177.0,531.0,46.0,41.0,0.0
2017-04-08 12:18:00,21.3,21.3,876.0,171.0,526.0,48.0,43.0,0.0
2017-04-08 12:19:00,21.2,21.1,868.0,170.0,522.0,51.0,44.0,0.0
2017-04-08 12:20:00,21.2,20.9,846.0,133.0,524.0,53.0,46.0,0.0
2017-04-08 12:21:00,21.2,21.2,785.0,169.0,526.0,55.0,48.0,0.0
2017-04-08 12:22:00,21.3,21.5,801.0,178.0,518.0,57.0,50.0,0.0
2017-04-08 12:23:00,21.4,21.4,812.0,123.0,530.0,59.0,51.0,0.0
2017-04-08 12:24:00,21.5,21.9,798.0,166.0,557.0,59.0,51.0,0.0
2017-04-08 12:25:00,21.6,21.6,793.0,145.0,524.0,60.0,52.0,0.0
2017-04-08 12:26:00,21.7,21.2,829.0,171.0,523.0,60.0,52.0,0.0
2017-04-08 12:27:00,21.8,21.5,791.0,142.0,521.0,61.0,53.0,0.0
2017-04-08 12:28:00,21.9,21.7,815.0,175.0,548.0,66.0,57.0,0.0
2017-04-08 12:29:00,22.1,21.7,819.0,178.0,536.0,69.0,60.0,0.0
2017-04-08 12:30:00,22.2,22.0,835.0,180.0,520.0,70.0,61.0,0.0
2017-04-08 12:31:00,22.2,21.8,859.0,175.0,526.0,70.0,61.0,0.0
2017-04-08 12:34:00,22.3,21.5,870.0,174.0,519.0,78.0,68.0,0.0
2017-04-08 12:40:00,22.7,21.3,885.0,170.0,540.0,90.0,78.0,0.0
2017-04-08 12:41:00,22.6,21.6,857.0,143.0,413.0,93.0,81.0,0.0
2017-04-08 12:45:00,22.6,21.2,879.0,175.0,513.0,102.0,88.0,0.0
2017-04-08 12:46:00,22.6,21.7,868.0,177.0,533.0,106.0,91.0,0.0
2017-04-08 12:47:00,22.6,21.2,857.0,178.0,436.0,109.0,94.0,0.0
2017-04-08 12:50:00,22.6,21.2,871.0,177.0,505.0,115.0,100.0,0.0
2017-04-08 12:54:00,22.6,22.1,873.0,178.0,528.0,131.0,115.0,0.0
2017-04-08 12:56:00,22.3,21.2,878.0,178.0,579.0,133.0,117.0,0.0
2017-04-08 12:58:00,22.1,20.8,883.0,177.0,501.0,143.0,126.0,0.0
2017-04-08 12:59:00,22.0,21.0,883.0,161.0,576.0,143.0,126.0,0.0
2017-04-08 13:04:00,22.1,21.6,2.0,180.0,529.0,163.0,145.0,21.0
2017-04-08 13:05:00,21.6,21.9,979.0,145.0,533.0,167.0,149.0,22.0
2017-04-08 13:06:00,21.6,22.1,976.0,125.0,537.0,169.0,151.0,22.0
2017-04-08 13:07:00,21.5,22.1,996.0,150.0,521.0,53.0,49.0,23.0
2017-04-08 13:08:00,21.5,22.2,972.0,176.0,501.0,63.0,56.0,24.0
2017-04-08 13:09:00,21.5,22.4,999.0,176.0,535.0,72.0,64.0,24.0
2017-04-08 13:10:00,21.5,21.8,977.0,177.0,523.0,79.0,71.0,24.0
2017-04-08 13:11:00,21.4,22.7,1016.0,175.0,534.0,83.0,74.0,24.0
2017-04-08 13:12:00,21.4,21.9,1019.0,175.0,532.0,85.0,76.0,24.0
2017-04-08 13:13:00,21.3,22.2,1007.0,172.0,523.0,90.0,81.0,25.0
2017-04-08 13:14:00,21.4,22.7,1012.0,175.0,483.0,97.0,87.0,25.0
2017-04-08 13:15:00,21.4,22.7,1015.0,144.0,568.0,99.0,89.0,25.0
2017-04-08 13:16:00,21.4,22.3,1018.0,176.0,557.0,99.0,89.0,28.0
2017-04-08 13:17:00,21.5,23.2,1051.0,178.0,520.0,103.0,93.0,28.0
2017-04-08 13:18:00,21.5,23.1,1039.0,181.0,522.0,104.0,94.0,28.0
2017-04-08 13:19:00,21.6,22.6,1054.0,145.0,492.0,108.0,98.0,28.0
2017-04-08 13:20:00,21.6,23.2,1072.0,177.0,516.0,109.0,99.0,31.0
2017-04-08 13:21:00,21.6,22.8,1073.0,171.0,532.0,113.0,103.0,31.0
2017-04-08 13:22:00,21.7,22.4,1079.0,177.0,510.0,120.0,109.0,31.0
2017-04-08 13:23:00,21.7,22.6,1064.0,176.0,525.0,121.0,110.0,31.0
2017-04-08 13:24:00,21.7,22.4,1061.0,179.0,447.0,123.0,112.0,31.0
2017-04-08 13:25:00,21.7,22.6,1085.0,170.0,525.0,125.0,114.0,31.0
2017-04-08 13:26:00,21.6,23.1,1079.0,174.0,537.0,125.0,114.0,31.0
2017-04-08 13:27:00,21.7,23.4,1073.0,166.0,509.0,125.0,114.0,31.0
2017-04-08 13:28:00,21.7,22.7,1076.0,175.0,526.0,127.0,116.0,31.0
2017-04-08 13:29:00,21.7,22.6,1125.0,162.0,533.0,128.0,116.0,31.0
2017-04-08 13:30:00,21.7,22.8,1107.0,176.0,514.0,130.0,118.0,31.0
2017-04-08 13:31:00,21.7,23.2,1116.0,178.0,545.0,135.0,123.0,31.0
2017-04-08 13:32:00,21.7,22.7,1107.0,178.0,543.0,139.0,127.0,31.0
2017-04-08 13:33:00,21.7,23.1,1101.0,179.0,526.0,146.0,134.0,31.0
2017-04-08 13:34:00,21.7,23.3,1110.0,158.0,517.0,149.0,137.0,31.0
2017-04-08 13:35:00,21.7,22.8,1101.0,175.0,519.0,149.0,137.0,31.0
2017-04-08 13:36:00,21.7,22.8,1085.0,170.0,526.0,150.0,138.0,31.0
2017-04-08 13:37:00,21.6,22.5,1125.0,174.0,527.0,151.0,139.0,31.0
2017-04-08 13:38:00,21.6,23.1,1110.0,178.0,537.0,155.0,143.0,31.0
2017-04-08 13:39:00,21.6,23.3,1172.0,177.0,548.0,156.0,144.0,31.0
2017-04-08 13:40:00,21.7,22.6,1122.0,175.0,695.0,158.0,146.0,31.0
2017-04-08 13:41:00,21.7,22.6,1125.0,177.0,529.0,158.0,146.0,31.0
2017-04-08 13:42:00,21.7,23.0,1135.0,158.0,528.0,158.0,146.0,31.0
2017-04-08 13:43:00,21.8,22.6,1104.0,166.0,532.0,162.0,150.0,31.0
2017-04-08 13:44:00,21.8,22.7,1166.0,180.0,528.0,164.0,152.0,31.0
2017-04-08 13:45:00,21.8,22.5,1145.0,144.0,540.0,166.0,154.0,31.0
2017-04-08 13:46:00,21.8,23.1,1099.0,103.0,525.0,166.0,154.0,31.0
2017-04-08 13:47:00,21.8,23.0,1080.0,176.0,529.0,167.0,155.0,31.0
2017-04-08 13:48:00,21.8,22.5,1086.0,162.0,543.0,169.0,157.0,31.0
2017-04-08 13:49:00,21.8,22.7,1095.0,148.0,521.0,170.0,158.0,31.0
2017-04-08 13:50:00,21.8,22.8,1114.0,174.0,584.0,171.0,159.0,31.0
2017-04-08 13:51:00,21.8,23.1,1136.0,156.0,505.0,174.0,162.0,31.0
2017-04-08 13:52:00,21.8,23.3,1099.0,179.0,535.0,176.0,164.0,31.0
2017-04-08 13:53:00,21.9,22.5,1126.0,162.0,540.0,179.0,165.0,31.0
2017-04-08 13:54:00,21.9,23.2,1130.0,162.0,482.0,180.0,166.0,31.0
2017-04-08 13:55:00,21.9,23.4,1108.0,179.0,529.0,184.0,170.0,31.0
2017-04-08 13:56:00,21.9,22.6,1108.0,150.0,526.0,185.0,171.0,31.0
2017-04-08 13:57:00,21.9,22.8,1139.0,163.0,526.0,185.0,171.0,31.0
2017-04-08 13:58:00,21.9,23.3,1136.0,178.0,516.0,188.0,174.0,31.0
2017-04-08 13:59:00,21.9,23.0,1123.0,179.0,521.0,191.0,177.0,31.0
2017-04-08 14:00:00,21.9,22.5,1145.0,184.0,525.0,193.0,179.0,30.0
