dtm,temperature,humidity,co2,light,noise,bluetooth_devices,bluetooth_non_personal_devices,count_total
2017-04-01 11:01:00,21.7,38.7,989.0,197.0,503.0,230.0,,31.0
2017-04-01 11:02:00,21.7,39.6,974.0,197.0,506.0,231.0,,30.0
2017-04-01 11:03:00,21.7,39.5,951.0,200.0,514.0,234.0,,22.0
2017-04-01 11:04:00,21.6,38.5,951.0,190.0,522.0,234.0,,19.0
2017-04-01 11:05:00,21.6,39.9,937.0,185.0,512.0,237.0,,23.0
2017-04-01 11:06:00,21.6,39.7,919.0,193.0,505.0,237.0,,24.0
2017-04-01 11:07:00,21.6,38.5,954.0,198.0,507.0,238.0,,25.0
2017-04-01 11:08:00,21.7,39.6,951.0,198.0,504.0,240.0,,25.0
2017-04-01 11:09:00,21.6,38.3,948.0,196.0,508.0,242.0,,29.0
2017-04-01 11:10:00,21.7,39.5,957.0,199.0,499.0,243.0,,29.0
2017-04-01 11:11:00,21.7,38.6,986.0,203.0,504.0,245.0,,30.0
2017-04-01 11:12:00,21.7,39.5,998.0,196.0,506.0,247.0,,30.0
2017-04-01 11:13:00,21.7,39.5,998.0,176.0,511.0,248.0,,31.0
2017-04-01 11:14:00,21.8,39.5,992.0,199.0,500.0,251.0,,31.0
2017-04-01 11:15:00,21.8,39.5,998.0,192.0,494.0,251.0,,31.0
2017-04-01 11:16:00,21.8,38.4,998.0,199.0,497.0,254.0,,31.0
2017-04-01 11:17:00,21.8,38.5,998.0,154.0,506.0,256.0,,31.0
2017-04-01 11:18:00,21.8,38.3,986.0,200.0,498.0,257.0,,31.0
2017-04-01 11:19:00,21.8,38.2,1010.0,200.0,517.0,258.0,,31.0
2017-04-01 11:20:00,21.8,39.4,1013.0,196.0,507.0,261.0,,31.0
2017-04-01 11:21:00,21.8,38.2,1004.0,201.0,507.0,262.0,,31.0
2017-04-01 11:22:00,21.8,39.3,1007.0,198.0,517.0,263.0,,31.0
2017-04-01 11:23:00,21.8,39.2,1010.0,197.0,510.0,263.0,,31.0
2017-04-01 11:24:00,21.9,38.1,981.0,197.0,507.0,266.0,,31.0
2017-04-01 11:25:00,21.9,39.2,967.0,190.0,499.0,266.0,,31.0
2017-04-01 11:26:00,21.9,38.0,1041.0,195.0,511.0,269.0,,31.0
2017-04-01 11:27:00,21.9,39.1,1005.0,191.0,475.0,271.0,,31.0
2017-04-01 11:28:00,21.9,38.1,1008.0,190.0,505.0,273.0,,31.0
2017-04-01 11:29:00,21.9,39.0,959.0,196.0,520.0,273.0,,31.0
2017-04-01 11:30:00,21.9,37.8,988.0,197.0,508.0,275.0,,31.0
2017-04-01 11:31:00,22.0,39.0,945.0,203.0,503.0,276.0,,31.0
2017-04-01 11:32:00,22.0,39.0,962.0,181.0,504.0,276.0,,31.0
2017-04-01 11:33:00,21.9,38.9,982.0,196.0,500.0,276.0,,31.0
2017-04-01 11:34:00,22.0,39.0,994.0,204.0,498.0,276.0,,31.0
2017-04-01 11:35:00,22.0,39.0,956.0,200.0,525.0,278.0,,31.0
2017-04-01 11:36:00,22.0,38.5,953.0,203.0,512.0,278.0,,31.0
2017-04-01 11:37:00,22.0,38.9,982.0,192.0,523.0,282.0,,31.0
2017-04-01 11:38:00,22.0,38.8,953.0,198.0,511.0,283.0,,31.0
2017-04-01 11:39:00,22.0,38.2,936.0,198.0,504.0,285.0,,31.0
2017-04-01 11:40:00,22.0,37.7,947.0,193.0,502.0,285.0,,31.0
2017-04-01 11:41:00,22.0,38.7,947.0,197.0,510.0,287.0,,31.0
2017-04-01 11:42:00,22.0,38.8,933.0,204.0,491.0,287.0,,31.0
2017-04-01 11:43:00,22.0,38.8,968.0,197.0,501.0,290.0,,31.0
2017-04-01 11:44:00,22.0,38.8,947.0,198.0,506.0,292.0,,31.0
2017-04-01 11:45:00,22.0,37.6,942.0,173.0,524.0,293.0,,31.0
2017-04-01 11:46:00,22.0,38.8,950.0,192.0,496.0,294.0,,31.0
2017-04-01 11:47:00,22.0,37.7,945.0,199.0,506.0,297.0,,31.0
2017-04-01 11:48:00,22.0,38.7,965.0,202.0,497.0,297.0,,31.0
2017-04-01 11:49:00,22.0,38.8,921.0,195.0,499.0,298.0,,31.0
2017-04-01 11:50:00,22.0,37.8,956.0,200.0,517.0,302.0,,30.0
2017-04-01 11:51:00,22.0,38.2,927.0,209.0,496.0,303.0,,23.0
2017-04-01 11:52:00,22.0,37.9,950.0,195.0,517.0,304.0,,16.0
2017-04-01 11:53:00,21.9,39.0,956.0,204.0,500.0,305.0,,16.0
2017-04-01 11:54:00,21.9,38.9,953.0,205.0,490.0,306.0,,12.0
2017-04-01 11:55:00,21.9,37.7,968.0,204.0,493.0,311.0,,0.0
2017-04-01 11:56:00,21.8,38.8,933.0,177.0,514.0,312.0,,0.0
2017-04-01 11:57:00,21.6,38.9,915.0,206.0,503.0,313.0,,0.0
2017-04-01 11:58:00,21.6,39.1,929.0,207.0,503.0,314.0,,0.0
2017-04-01 11:59:00,21.6,37.7,897.0,198.0,494.0,316.0,,0.0
2017-04-01 12:00:00,21.5,37.5,871.0,197.0,484.0,317.0,,0.0
2017-04-01 12:01:00,21.5,38.6,849.0,192.0,493.0,320.0,,0.0
2017-04-01 12:02:00,21.3,38.6,843.0,191.0,502.0,324.0,,0.0
2017-04-01 12:03:00,21.2,38.7,823.0,186.0,510.0,327.0,,0.0
2017-04-01 12:04:00,21.2,38.7,830.0,195.0,505.0,329.0,,0.0
2017-04-01 12:05:00,21.1,37.7,827.0,186.0,492.0,332.0,,0.0
2017-04-01 12:06:00,21.0,37.7,787.0,193.0,500.0,332.0,,0.0
2017-04-01 12:07:00,21.0,37.6,791.0,177.0,507.0,336.0,,0.0
2017-04-01 12:08:00,21.0,38.7,765.0,192.0,501.0,336.0,,0.0
2017-04-01 12:09:00,21.1,38.7,726.0,194.0,506.0,339.0,,0.0
2017-04-01 12:10:00,21.1,38.5,753.0,191.0,511.0,342.0,,0.0
2017-04-01 12:11:00,21.1,37.5,750.0,192.0,507.0,343.0,,0.0
2017-04-01 12:12:00,21.0,38.5,747.0,392.0,499.0,345.0,,0.0
2017-04-01 12:13:00,21.1,37.6,747.0,175.0,504.0,345.0,,0.0
2017-04-01 12:14:00,21.2,38.7,733.0,390.0,510.0,345.0,,0.0
2017-04-01 12:15:00,21.3,37.6,791.0,185.0,503.0,345.0,,0.0
2017-04-01 12:16:00,21.3,37.5,746.0,191.0,511.0,346.0,,0.0
2017-04-01 12:17:00,21.3,38.5,759.0,194.0,504.0,349.0,,0.0
2017-04-01 12:18:00,21.4,38.7,741.0,192.0,501.0,350.0,,0.0
2017-04-01 12:19:00,21.5,37.5,738.0,191.0,507.0,350.0,,0.0
2017-04-01 12:20:00,21.5,38.4,757.0,191.0,506.0,352.0,,0.0
2017-04-01 12:21:00,21.5,38.1,759.0,192.0,504.0,352.0,,0.0
2017-04-01 12:22:00,21.5,38.3,762.0,191.0,466.0,353.0,,0.0
2017-04-01 12:23:00,21.5,38.4,752.0,193.0,502.0,353.0,,0.0
2017-04-01 12:24:00,21.5,38.2,738.0,189.0,504.0,355.0,,0.0
2017-04-01 12:25:00,21.5,37.5,738.0,187.0,509.0,357.0,,0.0
2017-04-01 12:26:00,21.6,37.2,753.0,189.0,498.0,359.0,,0.0
2017-04-01 12:27:00,21.6,38.4,763.0,353.0,499.0,359.0,,0.0
2017-04-01 12:28:00,21.7,38.2,763.0,197.0,501.0,362.0,,0.0
2017-04-01 12:29:00,21.8,38.3,759.0,194.0,498.0,367.0,,0.0
2017-04-01 12:30:00,21.9,38.3,769.0,160.0,500.0,367.0,,0.0
2017-04-01 12:31:00,22.0,38.4,770.0,190.0,510.0,372.0,,0.0
2017-04-01 12:32:00,22.2,38.3,778.0,194.0,497.0,374.0,,0.0
2017-04-01 12:33:00,22.3,37.1,761.0,195.0,506.0,377.0,,0.0
2017-04-01 12:34:00,22.4,36.9,790.0,194.0,491.0,380.0,,0.0
2017-04-01 12:35:00,22.5,36.6,749.0,191.0,509.0,382.0,,0.0
2017-04-01 12:36:00,22.5,36.6,775.0,191.0,500.0,382.0,,0.0
2017-04-01 12:37:00,22.6,37.6,780.0,189.0,505.0,383.0,,0.0
2017-04-01 12:38:00,22.6,37.4,779.0,189.0,508.0,383.0,,0.0
2017-04-01 12:39:00,22.7,37.3,752.0,181.0,509.0,385.0,,0.0
2017-04-01 12:40:00,22.7,37.1,805.0,192.0,510.0,386.0,,0.0
2017-04-01 12:41:00,22.6,36.1,816.0,183.0,512.0,386.0,,0.0
2017-04-01 12:42:00,22.6,37.4,818.0,219.0,496.0,391.0,,7.0
2017-04-01 12:43:00,22.6,36.5,838.0,204.0,504.0,391.0,,7.0
2017-04-01 12:44:00,22.5,36.2,838.0,197.0,508.0,394.0,,8.0
2017-04-01 12:48:00,22.1,36.7,838.0,219.0,508.0,0.0,,8.0
2017-04-01 12:49:00,21.5,38.5,811.0,219.0,508.0,13.0,,20.0
2017-04-01 12:50:00,21.6,37.7,846.0,165.0,512.0,31.0,,23.0
2017-04-01 12:51:00,21.6,38.5,871.0,207.0,528.0,34.0,,23.0
2017-04-01 12:52:00,21.6,38.3,851.0,204.0,504.0,41.0,,24.0
2017-04-01 12:53:00,21.6,38.7,888.0,208.0,501.0,48.0,,24.0
2017-04-01 12:54:00,21.6,38.7,871.0,208.0,501.0,52.0,,25.0
2017-04-01 12:55:00,21.6,39.0,881.0,204.0,524.0,56.0,,29.0
2017-04-01 12:56:00,21.6,39.0,912.0,206.0,497.0,58.0,,31.0
2017-04-01 12:57:00,21.7,39.1,956.0,208.0,517.0,60.0,,31.0
2017-04-01 12:58:00,21.7,39.3,965.0,199.0,507.0,65.0,,31.0
2017-04-01 12:59:00,21.7,39.3,956.0,206.0,510.0,70.0,,31.0
2017-04-01 13:00:00,21.7,39.3,971.0,217.0,500.0,72.0,,31.0
2017-04-01 13:01:00,21.7,39.4,971.0,214.0,505.0,84.0,,31.0
2017-04-01 13:02:00,21.8,39.3,1012.0,190.0,514.0,87.0,,31.0
2017-04-01 13:03:00,21.8,39.4,1009.0,202.0,479.0,88.0,,31.0
2017-04-01 13:04:00,21.8,39.2,976.0,211.0,499.0,96.0,,31.0
2017-04-01 13:05:00,21.9,39.3,991.0,212.0,495.0,99.0,,31.0
2017-04-01 13:06:00,21.9,39.2,1018.0,207.0,499.0,103.0,,31.0
2017-04-01 13:07:00,21.8,39.0,1024.0,178.0,494.0,103.0,,31.0
2017-04-01 13:08:00,21.8,39.2,982.0,207.0,510.0,108.0,,31.0
2017-04-01 13:09:00,21.8,39.3,997.0,208.0,493.0,108.0,,31.0
2017-04-01 13:10:00,21.8,39.2,1000.0,213.0,497.0,108.0,,31.0
2017-04-01 13:11:00,21.8,39.2,1006.0,205.0,485.0,108.0,,31.0
2017-04-01 13:12:00,21.9,39.4,1022.0,211.0,507.0,108.0,,31.0
2017-04-01 13:13:00,21.9,39.7,1004.0,195.0,505.0,109.0,,31.0
2017-04-01 13:14:00,21.9,39.7,1016.0,207.0,506.0,112.0,,31.0
2017-04-01 13:15:00,21.9,39.7,1046.0,212.0,519.0,113.0,,31.0
2017-04-01 13:16:00,21.9,40.0,1022.0,202.0,479.0,113.0,,31.0
2017-04-01 13:17:00,21.9,40.2,1053.0,206.0,528.0,119.0,,31.0
2017-04-01 13:18:00,21.9,40.4,1050.0,210.0,507.0,119.0,,31.0
2017-04-01 13:19:00,22.0,40.5,1022.0,207.0,499.0,121.0,,31.0
2017-04-01 13:20:00,22.0,40.3,1019.0,212.0,490.0,121.0,,31.0
2017-04-01 13:21:00,22.0,40.3,1044.0,207.0,507.0,121.0,,31.0
2017-04-01 13:22:00,22.1,40.3,1007.0,209.0,505.0,122.0,,31.0
2017-04-01 13:23:00,22.1,40.3,1047.0,201.0,506.0,123.0,,31.0
2017-04-01 13:24:00,22.1,40.3,1014.0,210.0,516.0,124.0,,31.0
2017-04-01 13:25:00,22.1,40.2,1029.0,198.0,495.0,127.0,,31.0
2017-04-01 13:26:00,22.1,40.2,1002.0,208.0,502.0,128.0,,31.0
2017-04-01 13:27:00,22.1,40.2,1029.0,204.0,508.0,130.0,,31.0
2017-04-01 13:28:00,22.0,40.3,1039.0,210.0,503.0,134.0,,31.0
2017-04-01 13:29:00,22.0,40.1,1054.0,219.0,483.0,137.0,,31.0
2017-04-01 13:30:00,22.0,40.1,1048.0,218.0,485.0,142.0,,31.0
2017-04-01 13:31:00,22.1,38.9,1032.0,202.0,509.0,145.0,,31.0
2017-04-01 13:32:00,22.1,39.9,1048.0,214.0,497.0,145.0,,31.0
2017-04-01 13:33:00,22.1,38.6,1051.0,212.0,502.0,145.0,,30.0
2017-04-01 13:34:00,22.0,39.2,1035.0,208.0,504.0,145.0,,30.0
2017-04-01 13:35:00,22.0,39.3,1029.0,208.0,507.0,146.0,,30.0
2017-04-01 13:36:00,21.9,39.1,1026.0,197.0,510.0,149.0,,30.0
2017-04-01 13:37:00,22.0,39.3,1023.0,203.0,502.0,149.0,,30.0
2017-04-01 13:38:00,22.0,39.1,1029.0,217.0,493.0,151.0,,30.0
2017-04-01 13:39:00,22.0,39.0,1014.0,179.0,496.0,154.0,,30.0
2017-04-01 13:40:00,21.9,39.1,1011.0,221.0,506.0,156.0,,30.0
2017-04-01 13:41:00,21.9,39.2,1016.0,212.0,498.0,156.0,,30.0
2017-04-01 13:42:00,21.9,39.2,1028.0,210.0,503.0,156.0,,30.0
2017-04-01 13:43:00,22.0,39.1,1020.0,214.0,505.0,158.0,,31.0
2017-04-01 13:44:00,22.0,39.2,1065.0,210.0,513.0,159.0,,31.0
2017-04-01 13:45:00,22.0,39.0,1047.0,209.0,499.0,159.0,,31.0
2017-04-01 13:46:00,22.0,38.2,1044.0,208.0,498.0,162.0,,31.0
2017-04-01 13:47:00,22.0,39.3,1029.0,210.0,507.0,162.0,,31.0
2017-04-01 13:48:00,22.0,39.4,1041.0,227.0,521.0,166.0,,31.0
2017-04-01 13:49:00,22.0,39.7,1020.0,210.0,495.0,167.0,,31.0
2017-04-01 13:50:00,22.0,39.7,1014.0,207.0,509.0,172.0,,31.0
2017-04-01 13:51:00,22.1,40.0,1024.0,206.0,503.0,177.0,,31.0
2017-04-01 13:52:00,22.1,40.0,1033.0,206.0,505.0,177.0,,31.0
2017-04-01 13:53:00,22.1,40.1,1018.0,212.0,516.0,180.0,,31.0
2017-04-01 13:54:00,22.2,39.2,1027.0,214.0,504.0,182.0,,31.0
2017-04-01 13:55:00,22.2,40.3,1054.0,211.0,498.0,183.0,,31.0
2017-04-01 13:56:00,22.2,40.3,1018.0,213.0,493.0,183.0,,31.0
2017-04-01 13:57:00,22.2,39.2,997.0,195.0,511.0,185.0,,31.0
2017-04-01 13:58:00,22.2,40.2,1003.0,196.0,509.0,186.0,,31.0
2017-04-01 13:59:00,22.2,40.2,971.0,211.0,503.0,188.0,,31.0
2017-04-01 14:00:00,22.2,39.1,1004.0,215.0,505.0,189.0,,31.0
2017-04-01 14:01:00,22.2,40.1,979.0,210.0,516.0,190.0,,31.0
2017-04-01 14:02:00,22.2,40.1,1012.0,198.0,488.0,194.0,,31.0
2017-04-01 14:03:00,22.1,40.2,1007.0,208.0,496.0,194.0,,31.0
2017-04-01 14:04:00,22.2,39.3,1025.0,215.0,503.0,195.0,,31.0
2017-04-01 14:05:00,22.2,40.0,1031.0,210.0,512.0,196.0,,31.0
2017-04-01 14:06:00,22.2,39.9,1001.0,211.0,504.0,196.0,,31.0
2017-04-01 14:07:00,22.2,39.7,1001.0,208.0,511.0,197.0,,31.0
2017-04-01 14:08:00,22.2,39.5,980.0,203.0,501.0,203.0,,31.0
2017-04-01 14:09:00,22.2,38.5,1019.0,212.0,501.0,204.0,,31.0
2017-04-01 14:10:00,22.2,39.1,1013.0,196.0,496.0,207.0,,31.0
2017-04-01 14:11:00,22.2,38.9,1034.0,211.0,500.0,207.0,,31.0
2017-04-01 14:12:00,22.2,39.0,1007.0,422.0,518.0,208.0,,31.0
2017-04-01 14:13:00,22.2,39.1,1031.0,213.0,512.0,210.0,,31.0
2017-04-01 14:14:00,22.2,39.0,1019.0,213.0,507.0,211.0,,31.0
2017-04-01 14:15:00,22.2,38.1,1022.0,197.0,501.0,212.0,,31.0
2017-04-01 14:16:00,22.2,38.9,1004.0,218.0,520.0,212.0,,31.0
2017-04-01 14:17:00,22.2,39.0,1019.0,218.0,493.0,212.0,,31.0
2017-04-01 14:18:00,22.2,39.2,1019.0,220.0,503.0,212.0,,31.0
2017-04-01 14:19:00,22.2,39.1,1007.0,221.0,507.0,212.0,,31.0
2017-04-01 14:20:00,22.2,39.2,1016.0,230.0,508.0,212.0,,31.0
2017-04-01 14:21:00,22.2,39.1,1007.0,221.0,498.0,214.0,,31.0
2017-04-01 14:22:00,22.2,37.9,992.0,221.0,500.0,216.0,,31.0
2017-04-01 14:23:00,22.2,38.9,1019.0,219.0,511.0,218.0,,31.0
2017-04-01 14:24:00,22.2,39.1,1031.0,222.0,502.0,220.0,,31.0
2017-04-01 14:25:00,22.2,39.1,1037.0,220.0,507.0,222.0,,31.0
2017-04-01 14:26:00,22.2,38.8,1019.0,222.0,510.0,223.0,,31.0
2017-04-01 14:27:00,22.2,38.9,998.0,225.0,495.0,226.0,,31.0
2017-04-01 14:28:00,22.2,38.2,977.0,220.0,504.0,229.0,,31.0
2017-04-01 14:29:00,22.2,38.9,983.0,222.0,493.0,229.0,,31.0
2017-04-01 14:30:00,22.2,38.8,972.0,225.0,513.0,230.0,,31.0
2017-04-01 14:31:00,22.1,38.7,934.0,221.0,503.0,238.0,,31.0
2017-04-01 14:32:00,22.1,38.7,925.0,223.0,499.0,242.0,,31.0
2017-04-01 14:33:00,22.1,38.6,963.0,216.0,510.0,245.0,,31.0
2017-04-01 14:34:00,22.1,38.7,911.0,218.0,507.0,245.0,,31.0
2017-04-01 14:35:00,22.1,38.6,925.0,221.0,512.0,247.0,,31.0
2017-04-01 14:36:00,22.1,38.6,934.0,225.0,502.0,248.0,,31.0
2017-04-01 14:37:00,22.1,38.7,945.0,226.0,512.0,251.0,,31.0
2017-04-01 14:38:00,22.1,38.7,945.0,200.0,512.0,254.0,,31.0
2017-04-01 14:39:00,22.1,37.6,936.0,223.0,507.0,255.0,,31.0
2017-04-01 14:40:00,22.1,37.6,1030.0,225.0,512.0,258.0,,31.0
2017-04-01 14:41:00,22.1,38.7,965.0,225.0,497.0,260.0,,31.0
2017-04-01 14:42:00,22.1,37.5,975.0,228.0,508.0,262.0,,31.0
2017-04-01 14:43:00,22.1,37.8,992.0,220.0,504.0,266.0,,30.0
2017-04-01 14:44:00,22.0,38.0,989.0,219.0,515.0,268.0,,25.0
2017-04-01 14:45:00,22.1,38.8,989.0,216.0,508.0,270.0,,24.0
2017-04-01 14:46:00,22.1,38.7,931.0,219.0,493.0,273.0,,25.0
2017-04-01 14:47:00,22.1,38.7,1025.0,223.0,510.0,275.0,,27.0
2017-04-01 14:48:00,22.2,38.6,1016.0,0.0,510.0,280.0,,31.0
2017-04-01 14:49:00,22.2,38.4,1034.0,228.0,501.0,280.0,,31.0
2017-04-01 14:50:00,22.2,38.4,1018.0,226.0,506.0,281.0,,31.0
2017-04-01 14:51:00,22.2,38.3,1018.0,230.0,509.0,284.0,,31.0
2017-04-01 14:52:00,22.2,37.2,1091.0,224.0,506.0,285.0,,31.0
2017-04-01 14:53:00,22.2,38.3,1033.0,224.0,488.0,288.0,,31.0
2017-04-01 14:54:00,22.2,38.3,995.0,228.0,509.0,288.0,,31.0
2017-04-01 14:55:00,22.2,38.3,983.0,228.0,512.0,290.0,,31.0
2017-04-01 14:56:00,22.2,37.1,986.0,224.0,502.0,291.0,,31.0
2017-04-01 14:57:00,22.2,37.3,983.0,220.0,513.0,291.0,,31.0
2017-04-01 14:58:00,22.2,38.2,969.0,227.0,519.0,294.0,,31.0
2017-04-01 14:59:00,22.3,38.2,975.0,222.0,506.0,295.0,,31.0
2017-04-01 15:00:00,22.3,38.1,1013.0,225.0,502.0,297.0,,31.0
2017-04-01 15:01:00,22.2,37.1,995.0,226.0,529.0,299.0,,31.0
2017-04-01 15:02:00,22.2,38.3,957.0,219.0,518.0,300.0,,31.0
2017-04-01 15:03:00,22.2,38.3,1013.0,221.0,498.0,302.0,,31.0
2017-04-01 15:04:00,22.2,37.3,1040.0,220.0,490.0,305.0,,31.0
2017-04-01 15:05:00,22.2,38.3,1116.0,214.0,498.0,307.0,,31.0
2017-04-01 15:06:00,22.2,38.3,1091.0,224.0,531.0,310.0,,31.0
2017-04-01 15:07:00,22.2,37.2,1085.0,222.0,505.0,311.0,,31.0
2017-04-01 15:08:00,22.2,37.2,1007.0,212.0,509.0,312.0,,31.0
2017-04-01 15:09:00,22.2,38.1,989.0,222.0,513.0,314.0,,31.0
2017-04-01 15:10:00,22.2,38.1,963.0,220.0,500.0,318.0,,31.0
2017-04-01 15:11:00,22.2,36.8,977.0,220.0,510.0,318.0,,31.0
2017-04-01 15:12:00,22.2,36.9,975.0,215.0,504.0,320.0,,31.0
2017-04-01 15:13:00,22.2,37.1,969.0,217.0,497.0,322.0,,31.0
2017-04-01 15:14:00,22.2,38.1,977.0,215.0,495.0,323.0,,31.0
2017-04-01 15:15:00,22.2,38.1,946.0,221.0,504.0,323.0,,31.0
2017-04-01 15:16:00,22.2,38.2,972.0,221.0,509.0,324.0,,31.0
2017-04-01 15:17:00,22.2,38.1,966.0,212.0,516.0,328.0,,31.0
2017-04-01 15:18:00,22.3,38.2,972.0,219.0,495.0,331.0,,31.0
2017-04-01 15:19:00,22.3,37.0,963.0,217.0,499.0,331.0,,31.0
2017-04-01 15:20:00,22.3,36.8,983.0,220.0,491.0,331.0,,31.0
2017-04-01 15:21:00,22.3,38.0,992.0,212.0,510.0,331.0,,31.0
2017-04-01 15:22:00,22.2,37.0,966.0,223.0,507.0,334.0,,31.0
2017-04-01 15:23:00,22.3,37.0,983.0,219.0,514.0,337.0,,31.0
2017-04-01 15:24:00,22.3,37.7,977.0,219.0,502.0,338.0,,31.0
2017-04-01 15:25:00,22.3,38.2,966.0,215.0,508.0,341.0,,31.0
2017-04-01 15:26:00,22.3,37.1,995.0,213.0,511.0,341.0,,31.0
2017-04-01 15:27:00,22.2,37.1,1007.0,222.0,507.0,343.0,,30.0
2017-04-01 15:28:00,22.2,38.1,998.0,226.0,509.0,343.0,,30.0
2017-04-01 15:29:00,22.2,38.1,992.0,465.0,505.0,344.0,,30.0
2017-04-01 15:30:00,22.3,38.2,957.0,221.0,501.0,348.0,,31.0
2017-04-01 15:31:00,22.3,38.1,995.0,218.0,521.0,350.0,,31.0
2017-04-01 15:32:00,22.3,38.1,986.0,218.0,497.0,350.0,,31.0
2017-04-01 15:33:00,22.3,37.1,1004.0,225.0,488.0,350.0,,31.0
2017-04-01 15:34:00,22.3,38.1,995.0,216.0,506.0,353.0,,31.0
2017-04-01 15:35:00,22.3,37.3,960.0,215.0,505.0,356.0,,31.0
2017-04-01 15:36:00,22.3,36.9,975.0,211.0,504.0,356.0,,31.0
2017-04-01 15:37:00,22.3,37.6,1004.0,212.0,515.0,356.0,,31.0
2017-04-01 15:38:00,22.3,37.9,1025.0,214.0,510.0,356.0,,31.0
2017-04-01 15:39:00,22.3,36.9,985.0,222.0,516.0,356.0,,31.0
2017-04-01 15:40:00,22.3,38.1,1006.0,217.0,511.0,357.0,,31.0
2017-04-01 15:41:00,22.3,38.1,1015.0,218.0,509.0,357.0,,31.0
2017-04-01 15:42:00,22.3,38.2,1016.0,194.0,506.0,362.0,,31.0
2017-04-01 15:43:00,22.2,38.1,972.0,222.0,504.0,362.0,,31.0
2017-04-01 15:44:00,22.2,38.2,954.0,229.0,513.0,362.0,,31.0
2017-04-01 15:45:00,22.2,37.1,998.0,222.0,514.0,362.0,,31.0
2017-04-01 15:46:00,22.2,38.1,1031.0,223.0,498.0,363.0,,31.0
2017-04-01 15:47:00,22.3,38.2,1022.0,223.0,507.0,364.0,,31.0
2017-04-01 15:48:00,22.3,37.1,1041.0,224.0,501.0,365.0,,31.0
2017-04-01 15:49:00,22.3,37.2,1028.0,229.0,519.0,366.0,,31.0
2017-04-01 15:50:00,22.3,37.6,1016.0,228.0,513.0,366.0,,31.0
2017-04-01 15:51:00,22.3,38.1,1065.0,227.0,505.0,366.0,,31.0
2017-04-01 15:52:00,22.3,37.1,1050.0,222.0,503.0,369.0,,31.0
2017-04-01 15:53:00,22.3,37.1,1083.0,219.0,508.0,372.0,,31.0
2017-04-01 15:54:00,22.3,37.2,1101.0,224.0,502.0,372.0,,31.0
2017-04-01 15:55:00,22.3,38.3,1065.0,214.0,522.0,374.0,,31.0
2017-04-01 15:56:00,22.3,38.2,1062.0,212.0,525.0,378.0,,31.0
2017-04-01 15:57:00,22.3,38.0,1083.0,217.0,501.0,381.0,,31.0
2017-04-01 15:58:00,22.4,38.0,1047.0,216.0,508.0,381.0,,31.0
2017-04-01 15:59:00,22.3,37.0,1065.0,225.0,509.0,381.0,,31.0
2017-04-01 16:00:00,22.3,36.8,1071.0,220.0,504.0,382.0,,31.0
2017-04-01 16:01:00,22.3,37.9,1083.0,220.0,496.0,384.0,,31.0
2017-04-01 16:02:00,22.4,36.9,1065.0,225.0,523.0,387.0,,31.0
2017-04-01 16:03:00,22.3,38.1,1013.0,235.0,496.0,388.0,,30.0
2017-04-01 16:04:00,22.3,37.0,1044.0,238.0,509.0,390.0,,30.0
2017-04-01 16:05:00,22.2,38.0,1004.0,234.0,510.0,392.0,,30.0
2017-04-01 16:06:00,22.2,38.3,1013.0,236.0,497.0,395.0,,30.0
2017-04-01 16:07:00,22.2,38.3,966.0,232.0,505.0,399.0,,30.0
2017-04-01 16:08:00,22.2,37.1,985.0,214.0,498.0,401.0,,30.0
2017-04-01 16:09:00,22.2,38.2,988.0,234.0,525.0,404.0,,30.0
2017-04-01 16:10:00,22.2,37.1,985.0,228.0,509.0,405.0,,30.0
2017-04-01 16:11:00,22.2,37.1,1021.0,238.0,512.0,407.0,,30.0
2017-04-01 16:12:00,22.2,37.1,1027.0,234.0,514.0,407.0,,30.0
2017-04-01 16:13:00,22.2,37.0,997.0,232.0,509.0,407.0,,30.0
2017-04-01 16:14:00,22.1,38.3,1012.0,239.0,489.0,407.0,,29.0
2017-04-01 16:15:00,22.1,37.7,1024.0,229.0,515.0,407.0,,24.0
2017-04-01 16:16:00,22.0,38.6,1012.0,234.0,506.0,408.0,,21.0
2017-04-01 16:17:00,22.0,37.5,1015.0,234.0,501.0,410.0,,20.0
2017-04-01 16:18:00,22.0,37.5,1003.0,192.0,512.0,410.0,,19.0
2017-04-01 16:19:00,22.1,37.4,994.0,233.0,500.0,412.0,,19.0
2017-04-01 16:20:00,22.1,38.5,1039.0,230.0,508.0,413.0,,18.0
2017-04-01 16:21:00,22.1,37.3,1017.0,478.0,490.0,413.0,,17.0
2017-04-01 16:22:00,22.1,38.1,993.0,225.0,512.0,415.0,,17.0
2017-04-01 16:23:00,22.1,38.1,981.0,223.0,494.0,416.0,,17.0
2017-04-01 16:24:00,22.0,38.0,941.0,224.0,499.0,418.0,,17.0
2017-04-01 16:25:00,22.0,38.2,940.0,228.0,514.0,419.0,,17.0
2017-04-01 16:26:00,22.0,38.0,928.0,223.0,497.0,419.0,,17.0
2017-04-01 16:27:00,22.0,37.9,937.0,225.0,521.0,419.0,,17.0
2017-04-01 16:28:00,21.9,36.8,911.0,225.0,495.0,421.0,,16.0
2017-04-01 16:29:00,21.9,36.9,925.0,219.0,505.0,422.0,,16.0
2017-04-01 16:30:00,21.8,37.9,907.0,228.0,510.0,423.0,,16.0
2017-04-01 16:31:00,21.8,37.9,898.0,226.0,515.0,424.0,,16.0
