datetime,temp,humidity,co2,light,light_status,noise,bluetooth_devices,images,door_status,occupancy_count
2017-03-25 09:05:00,22.6,36.9,781.0,430.0,1.0,511.0,1.0,15.242696714328472,0.0,0.0
2017-03-25 09:06:00,23.800000000000008,38.95416666666666,765.465279047438,428.5337441314554,1.0,503.515931372549,11.39945652173913,15.242696714328472,0.0,0.0
2017-03-25 09:07:00,23.850000000000005,38.9,768.4583333333334,423.57649975810347,1.0,510.54891304347825,19.916666666666668,15.242696714328472,0.08333333333333333,4.416666666666667
2017-03-25 09:08:00,23.900000000000002,38.766666666666666,777.7916666666666,423.0535714285714,1.0,506.5046296296296,29.75,15.242696714328472,0.0,23.416666666666668
2017-03-25 09:09:00,23.908333333333335,38.73333333333333,770.8645833333334,438.6079042081949,1.0,500.0926724137931,35.86057692307693,15.242696714328472,0.0,30.0
2017-03-25 09:10:00,23.983333333333334,38.63333333333335,779.2083333333334,437.71680790960454,1.0,503.4951923076923,37.916666666666664,15.242696714328472,0.0,30.0
2017-03-25 09:11:00,24.008333333333336,38.65416666666667,786.9583333333334,432.08986137975506,1.0,504.125,38.833333333333336,15.242696714328472,0.0,30.0
2017-03-25 09:12:00,24.05416666666667,38.57083333333335,804.5833333333334,368.2916666666667,1.0,507.01190476190476,42.75,15.242696714328472,0.0,30.0
2017-03-25 09:13:00,24.099999999999998,38.550000000000004,803.9583333333334,409.0182327001357,1.0,507.9583333333333,43.0,15.087696819345886,0.0,30.0
2017-03-25 09:14:00,24.112499999999997,38.50416666666667,795.4055280528054,412.4166666666667,1.0,502.37390350877195,43.666666666666664,15.42297812248551,0.0,30.0
2017-03-25 09:15:00,24.1375,38.445833333333326,788.9583333333334,404.3958333333333,1.0,504.9086221122113,45.833333333333336,14.799398337291734,0.0,30.0
2017-03-25 09:16:00,24.199999999999992,38.375,817.2890625,377.0253494895613,1.0,503.9166666666667,48.0,15.677033277882432,0.0,30.0
2017-03-25 09:17:00,24.199999999999992,38.23333333333333,817.875,378.25953005570665,1.0,505.9583333333333,50.75,15.010077552264677,0.0,30.0
2017-03-25 09:18:00,24.258333333333336,38.30416666666667,834.1666666666666,379.81524540564766,1.0,500.1860493230174,52.0,13.800700087918244,0.0,30.0
2017-03-25 09:19:00,24.300000000000008,38.275,836.111111111111,409.7916666666667,1.0,505.98674242424244,52.416666666666664,14.076976789099044,0.0,30.0
2017-03-25 09:20:00,24.300000000000008,38.154166666666676,835.6258164005807,417.0721153846154,1.0,498.6594067704953,53.0,18.67272859624877,0.0,30.0
2017-03-25 09:21:00,24.34166666666667,38.10833333333334,842.3395050125313,416.1547852750723,1.0,504.8953962703963,53.979166666666664,16.307887438547436,0.6666666666666666,30.0
2017-03-25 09:22:00,24.400000000000002,38.11250000000001,825.0833333333334,420.5568181818182,1.0,500.4583333333333,57.833333333333336,18.089044321886288,1.0,30.0
2017-03-25 09:23:00,24.400000000000002,38.016666666666666,833.75,410.91219053934566,1.0,503.2880639097744,59.625,14.034418740190128,1.0,30.0
2017-03-25 09:24:00,24.462499999999995,37.96666666666666,844.5960795592719,415.5708333333334,1.0,504.4464285714286,60.0,16.281809971176422,1.0,30.0
2017-03-25 09:25:00,24.5,37.92916666666666,847.8333333333334,414.1666666666667,1.0,502.5833333333333,60.583333333333336,16.697793095820575,1.0,30.0
2017-03-25 09:26:00,24.5,37.89999999999999,858.6666666666666,349.2083333333333,1.0,507.6988636363637,61.916666666666664,18.038631418084353,1.0,30.0
2017-03-25 09:27:00,24.508333333333336,37.82083333333333,869.7044204737732,343.8333333333333,1.0,501.2916666666667,63.0,18.767162894934334,1.0,30.0
2017-03-25 09:28:00,24.587500000000002,37.82916666666667,878.5280353639167,339.50109649122805,1.0,505.3162988190366,63.416666666666664,17.179274228582337,1.0,30.0
2017-03-25 09:29:00,24.599999999999998,37.81249999999999,906.9784604519774,346.8709349593496,1.0,505.3269927536232,64.25,17.110068201330076,1.0,30.0
2017-03-25 09:30:00,24.599999999999998,37.81955128205127,907.2456293030092,344.625,1.0,485.375,65.83333333333333,17.7374537819459,1.0,30.0
2017-03-25 09:31:00,24.691666666666663,37.841666666666676,909.9815938511327,341.68275316455697,1.0,488.0833333333333,67.5,17.170276339748682,1.0,30.0
2017-03-25 09:32:00,24.733333333333334,37.79583333333333,921.625,340.79454022988506,1.0,499.0833333333333,68.83333333333333,20.4458816019062,1.0,30.0
2017-03-25 09:33:00,24.795833333333338,37.73720238095239,944.8439217734532,343.1311228685074,1.0,510.4613095238096,72.16666666666667,22.4228976625086,1.0,30.0
2017-03-25 09:34:00,24.800000000000008,37.747485422740525,950.9234020692837,348.70494693456084,1.0,507.87718658892123,73.0,17.447324129242084,1.0,30.0
2017-03-25 09:35:00,24.800000000000008,37.65144607608852,946.3313842695898,354.2256245991502,1.0,502.7026281238491,73.25,18.17476554468218,1.0,30.0
